name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Sales Development Representative (AR in Fashion),"WANNA develops computer vision and rendering technologies to create the New generation of try-on, fitting, sizing, styling and personalization services in Augmented Reality. We are working towards a state-of-the-art Try On tool, utilizing the power of our in-house rendering solution for any desired AR-commerce need or niche. Our dream is to build the most universal app for Gen Z, showcasing the latest products which are available for AR Try On. You will be responsible for working at the beginning of our sales funnel and will build the foundation for WANNA’s future success by driving new sales opportunities and qualifying existing ones through your engaged work and innovative campaigns. In this role, you will:  Qualify inbound leads coming through all our marketing channels Continuously work on the pipeline in collaboration with the Head of Business Development and C-Level management Strategise with the Head of Business Development on outbound campaigns Research and understand the needs of our prospects and customers, and effectively communicate our value proposition Prioritise opportunities and mobilise the appropriate internal resources to help accelerate our sales cycles Generate insights from direct customer communication and feedback to all other teams with the goal to become a better product/company every day  Qualifications:  Previous experience of working with US/Western European customers Bachelor degree in Business/ Communications/ Linguistics or a student of the final year Previous experience as a Lead generation specialist/ telemarketer Fluent written and spoken English and Russian (B2/C1) Clear and confident communication, experience in business correspondence You possess a strong work ethic and are able to work without supervision A solid understanding of best practices and trends in B2B marketing Well organised, flexible and able to adjust your schedule  Our Benefits:  A fast-paced fashion-tech industry experience: you will work with the top-tier fashion brands and retailers (among are clients are Gucci, Farfetch, GOAT, Lamoda and many others) A dream job for a true sneakerhead: you will be surrounded by the newest and most hip models, dive deep into this culture and work closely with the representatives of the sneaker industry You will learn a lot about 3D modeling and augmented reality technologies and will be on the forefront of the new industry shaping trend Individual development opportunities and career growth options English classes (50% compensation) Competitive pay Medical insurance ","Sales Management
Product Management
Marketing Communication
Product Marketing
Strategic Marketing",between3And6,False,Вонабай,1200.0,2000.0,False,USD,Москва,11:27:03 20/05/2021
Инженер систем безопасности (инженерные системы),"Обязанности:   По монтажным РАБОТАМ:  Выезд на объект, проведение обследования; Подбор оптимального оборудования; Просчет стоимости выполнения РАБОТ; Выставление монтажников на объект; Контроль за выполнением монтажа на объектах; Ведение документации и журналов; Выполнение пусконаладки; Подготовка схем для исполнительной документации; Сдача РАБОТ Заказчику;  По РАБОТАМ технического обслуживания:  Ежедневная планировка РАБОТ на следующий РАБОЧИЙ день; Контроль за проведением регламентных РАБОТ по Т.О.; Консультирование и тех. поддержка техников в процессе проведения Т.О.  Требования:  Грамотный специалист; Руководящие и лидерские качества; Опыт в проведении пусконаладочных РАБОТ систем ПС, ОТС, СКУД видеонаблюдения, АУПТ, внутреннего противопожарного водопровода; знания по системам теплоснабжения, электроснабжения, вентиляции, водоснабжения и водоотведения – будут являться вашим преимуществом; навыки администрирования СВТ, умение РАБОТАТЬ с технической документацией; Умение читать проектную документацию; Знание СП, РД по обслуживанию и монтажу слаботочных систем; Знание принципов построения СКС; Опыт монтажа ЛВС; Знание правил монтажа слаботочных систем; Умение выполнять пусконаладку смонтированного монтажниками оборудования; Умение параллельно вести несколько объектов; Знание и умение РАБОТАТЬ с основным набором офисных приложений; Высокий уровень знаний АРМ «Орион Про»; Знание оборудования производителей: Болид, НПО «Сибирский Арсенал», «АРГУС-СПЕКТР» Умение добиваться результата: Вы ищете инструменты, почему и как можно выполнить задачу, а не причины, почему это сделать невозможно; Любознательность: Вам интересно осваивать новые знания, Вы способны быстро погружаться в задачи/обучаться; Готовность РАБОТАТЬ сверхурочно (при необходимости); Вежливость; Опрятность; Пунктуальность; Дисциплинированность; Управление служебным автомобилем, наличие прав категории &quot;В&quot;.  Условия:    интересная РАБОТА в команде динамично развивающейся компании; Возможность обучения/повышения квалификации за счет компании; конкурентоспособная ЗАРАБОТНАЯ плата; предоставление спецодежды(летней\тёплой) и инструмента; характер РАБОТЫ разъездной, редкие командировки на небольшой срок; Предоставление служебного транспорта; Обеденный перерыв 1,5 часа (возможность ездить на обед домой); Период испытательного срока и уровень зарплаты будет зависеть от фактической квалификации сотрудника.   ","Системы видеонаблюдения
Производство пусконаладочных РАБОТ
Монтаж инженерных систем
Техническое обслуживание
Проектная документация
Администрирование
Умение РАБОТАТЬ в команде
Выездное обслуживание
Монтаж оборудования
Производство строительно-монтажных РАБОТ
Ведение документации
РАБОТА с оргтехникой
Организационные навыки",between3And6,False,Инжиниринг-ПБ,70000.0,100000.0,False,RUR,Новый Уренгой,08:20:26 21/05/2021
IOS РАЗРАБОТЧИК,"Наш продукт — это сообщество людей, интересующихся модой, которое помогает продавать вещи своего гардероба друг другу. За 2020 год приложение установили более 100:000 человек Требования:  Уверенное знание Swift, iOS SDK Понимание принципов ООП, структур данных Опыт РАЗРАБОТКИ под iOS Опыт РАБОТЫ с автономным хранилищем, многопоточностью РАЗРАБОТКА клиент-серверных приложений (HTTP(S), XML, JSON); Знакомство с API-интерфейсами RESTful Знакомство с API облачных сообщений и push-уведомлениями  Обязанности:  РАЗРАБОТКА нового функционала по тз    Условия:  Современный офис в Нижнем Новгороде; Зарплата обсуждается индивидуально, по результатам собеседования Официальное трудоустройство Неформальная обстановка  Бонусы  Частичная оплата личных образовательных мероприятий; Любая профессиональная литература по заказу. ","ООП
XML
iOS
JSON API
Mac Os
Swift",between1And3,False,Сезон,100000.0,160000.0,False,RUR,Нижний Новгород,09:00:43 21/05/2021
SEO-специалист,"Мы в поисках людей как с опытом, так и специалистов начального уровня (junior). Мы готовы Вас обучить, если видим желание и огонь в глазах. Каждый день мы решаем интересные задачи, помогаем нашим клиентам ЗАРАБАТЫВАТЬ больше. Кто мы:  Веселая команда, которая всегда постарается помочь; Сертифицированное агентство Яндекс Директ, Google AdWords; Победители Calltouch Performance Awards; Занимаемся рекламой в интернете, SEO продвижением, РАЗРАБОТКОЙ сайтов.  Преимущества РАБОТЫ в «РубикМедия»:  Компания осуществляет свою деятельность с 2012 года; Внутри компании нет барьеров между управляющей командой и другими сотрудниками, все открыты для диалога; Оценка вашей РАБОТЫ по результатам, а не формальным критериям; Каждая новая задача имеет свои нюансы, а это значит, что не придётся скучать; Качественный продукт, за который не стыдно; Минимум бюрократии.  Обязанности:  РАБОТА с текущими клиентами по SEO-проектам. Активное взаимодействие с клиентами: курирование клиентских проектов, планирование и бюджетирование, консультирование по всем вопросам; Ведение переговоров с клиентами‚ выявление и анализ их потребностей, подготовка новых предложений и рекомендаций; Обеспечение роста видимости сайта по списку продвигаемых запросов, а также поискового трафика; Группировка запросов и распределение запросов по страницам сайта; Проведение технического аудита; Написание оптимизированных тегов Title, мета-тегов, h1 и РАБОТА с другими важными для SEO тегами; Написание технических заданий на тексты и дальнейшая корректировка текстов под требования поисковых систем; РАБОТА с Вебмастером Яндекса и Google, а также системами аналитики Яндекс.Метрика, Google Analytics; Взаимодействие и постановка задач программистам, копирайтерам; РАБОТЫ по внешней оптимизации; Анализ конкурентов и поиск дальнейших точек роста и развития сайта; Ведение отчетности по проекту.  Большим плюсом будет  Знание основ HTML, CSS, опыт РАБОТЫ с разными CMS; Аналитический склад ума;  Требования:  Высшее образование; Опыт РАБОТЫ с клиентами от 1 года строго в сфере управления SEO-проектами; Опыт ведения более 5 активных постоянных клиентов; Опыт продаж или допродаж (развитие клиентов); Опыт решения сложных ситуаций с клиентами;  Условия:  Оформление по ТК РФ; Возможность выбора собственного графика; Хорошая ЗАРАБОТНАЯ плата; Корпоративные мероприятия; Большие перспективы для талантливых и трудолюбивых; В офисе всегда есть чай, кофемашина, фрукты и разные сладости; Корпоративное обучение; Корпоративная библиотека; Комфортное РАБОЧЕЕ место; Офис в 6 минутах ходьбы от м. Новогиреево; Оплата по результатам собеседования. Зарплата формируется индивидуально в зависимости от стартового уровня соискателя.   ","SEO
SEO оптимизация",between1And3,False,РУБИК-М,50000.0,120000.0,False,RUR,Москва,16:29:21 24/05/2021
Фронтенд РАЗРАБОТЧИК cредний (Middle) ReactJS,"Немецкий проект https://meinung.de/ (инструмент по сбору опросов, отзывов и мнений клиентов) нуждается во фронтенд РАЗРАБОТЧИКЕ. ​ Фронтенд, Средний (Middle+) · JavaScript · Адаптивная верстка · ReactJS Требования:  Javascript HTML/CSS ReactJS Адаптивная верстка Фронтенд, Средний (Middle)  Пожелания: - Vue.js Условия:  РАБОТА удаленная (не по ТК, через договор на оказание услуг). Занятость Full time. Предполагается самостоятельная РАБОТА без помощи тимлида (но с расписанными тасками), просьба хорошо оценивать свои возможности. ","CSS
HTML
RectJS
Фронтенд РАЗРАБОТЧИК",noExperience,False,Mirafox UG,80000.0,110000.0,True,RUR,Калининград,15:22:03 29/05/2021
Бэкенд-РАЗРАБОТЧИК Python/Django,"Обязанности:  Создавать, поддерживать, развивать API. Управлять схемой БД. Настраивать систему поиска (Solr, Elasticsearch). Настраивать интерграции со сторонними сервисами.  Требования:  Опыт РАБОТЫ на Python/Django от пяти лет. Знание Python. Знание Django. Знание RESTful API. Опыт РАБОТЫ с PostgreSQL. Опыт РАБОТЫ с поисковыми движками. Знание git flow. Умение РАБОТАТЬ в команде.  Условия:  РАБОТА по договору. Возможность РАБОТАТЬ удалённо. ","Python
PostgreSQL
РАБОТА в команде
РАБОТА с базами данных
Поисковые системы",between3And6,False,IT_Selection,120000.0,250000.0,False,RUR,Санкт-Петербург,10:10:13 30/05/2021
Начинающий менеджер по продажам,"ГК Раздолье - ИТ-холдинг на рынке информационных технологий, автоматизации торговли, продаж программного обеспечения с 2000 г. Филиал в г. Самара активно развивается и мы ищем сотрудников в отдел продаж. Что получает сотрудник, РАБОТАЯ у нас:  Мотивация и бонусы: Оклад + % от продаж + Премии (сред. доход от 35 000 руб.); Бесплатное обучение по IT-продуктам и услугам компании, а также техникам продаж; Опыт и знания у профессионалов в области IT; Коллеги, готовые помочь в вопросе или ситуации, совместные корпоративные мероприятия, конкурсы и тимбилдинги; Курсы и тренинги у компаний партнёров, участие в региональных форумах, конференциях, семинарах, обмен опытом и знаниями внутри команды; Реферальная программа &quot;Приведи друга - Получи бонус&quot;; Официальное трудоустройство по ТК РФ: оформление с 1 дня РАБОТЫ; График РАБОТЫ: с 9:00 до 18:00 - 5/2; Компенсация корпоративного питания 50%.  Какие будут задачи:  Развитие текущей базы клиентов; Ведение телефонных переговоров с клиентами (без личных встреч); Полное сопровождение сделки от первого звонка до сбора закрывающих документов; Выстраивание долгосрочных отношений с клиентами.  Эта РАБОТА для тебя если:  Любишь общаться с людьми; Хочешь развиваться с сфере IT-технологий; Быстро учишься и можешь самостоятельно находить нужную информацию; Ставишь перед собой амбициозные цели; Есть опыт продаж - будет преимуществом.  Узнал себя? - Оставляй свой отклик! Резюме рассматриваются до 31:06.2021 г.  ","Грамотная речь
Исполнительность
Амбициозность
Стрессоустойчивость
Ответственность
Активность
Обучаемость
Навыки переговоров
Умение слушать
Нацеленность на результат
MS Office
CRM
Навыки продаж",noExperience,False,Раздолье Группа Компаний,25000.0,40000.0,False,RUR,Самара,08:30:46 31/05/2021
Аналитик маркетплейса / Аналитик на удаленную РАБОТУ,"Ищем человека с аналитическим складом ума для аналитики продаж на маркетплейсе (РАБОТА с Wildberries ). Ждем в нашу команду настоящего гуру по РАБОТЕ в таблицах Excel / Гугл таблицах, и спец аналитические программы для РАБОТЫ с маркетплейсами. Профи, который умеет и любит РАБОТАТЬ с данными, с цифрами и анализом. Мы, в свою очередь, один из самых крупных продавцов на платформе. Мы активно развиваемся, и можем предоставить перспективу развития как профессионала Обязанности: - Аналитика максимально маржинальных товаров на маркетплейсах, используя спец программы. Знание спец программ для соответствующей аналитики.   Ежедневное отслеживание цен конкурентов на мп и рекомендации по розничным ценам на товары для получения наибольшей маржинальности и объема продаж.   Аналитика поисковой выдачи карточек на Wildberries   Анализа рентабельности и эффективности   Рекомендации по Корректировки цен и контента на основе анализа конкурентов и рынка WB   Просчет рентабельности каждого товара и его ROI по итогу каждого месяца (сводные таблицы по прибыльности каждого товара)   Отчетность ежедневно о продажах за прошлый день и комментарии с чем может быть связан рост продаж или падение продаж. Какие позиции снизились в продажах / какие выросли и почему, аргументация за счет Анализа.   Требования:   Твердые Знания Excel / Гугл Таблиц (формулы, сводные таблицы, сортировка);   Аналитические программы для анализа на маркетплейсах   Аналитический склад ума;   Умение РАБОТАТЬ с большими объёмами информации;   Ответ на вакансию начните с фразы: «Готов (а) к вам ездить»   релевантный опыт РАБОТЫ в аналогичных проектах или интернет-магазине (Wildberries )   Опыт РАБОТЫ Аналитиком от 1 года   Условия:   Испытательный срок 1 месяц   Оклад + бонусы   Частично удаленная РАБОТАА  ","Грамотная речь
Пользователь ПК
Грамотность
MS Access
РАБОТА с большим объемом информации
РАБОТА с базами данных
ABC-анализ
Анализ данных",between1And3,False,ALIVERO,30000.0,40000.0,False,RUR,Москва,13:17:30 31/05/2021
Специалист по комплектации дизайн-проектов,"Архитектурно-строительная компания Gamma ищет в свою команду ответственного сотрудника для комплектации дизайн-проектов . Мы занимаемся дизайном и ремонтом под ключ по дизайн-проектам более 8 лет.   Обязанности:  Комплектация дизайн-проектов, приемка доставок и проверка целостности и соответствие накладной товаров. Присутствие на замерах, помощь Заказчику в текущих вопросах.  Требования:  Разбираться в РАБОЧЕЙ документации, быть внимательным и ответственным. Опытный специалист в сфере продаж Подбирать комплектующие под дизайн-проект (мебель, отделочные материалы, свет и т.д.)  Условия:  Полный РАБОЧИЙ день, 5/2, офис, % от продаж ","Adobe Photoshop
CorelDRAW
Навыки межличностного общения",between1And3,False,Gamma Arch,80000.0,150000.0,False,RUR,Москва,15:52:43 01/06/2021
Full stack developer (Python/Django+Vue.js),"Мы РАБОТАЕМ с несколькими крупными и очень интересными проектами из США. Задачи - от инженерных (расчеты стоимости трехмерной печати) до творческих (спортивный портал). С заказчиками РАБОТАЕМ более 7 лет, в настоящее время подбираем дополнительных РАЗРАБОТЧИКОВ в команду. Требуются как Front-end (Vue.js 3), так и Back-end (Python + Django) РАЗРАБОТЧИКИ. Full stack в идеале, но не обязательно. Зато английский - обязателен, но уровня чтения документации достаточно. Общение с заказчиками обычно происходит в корпоративных мессенджерах. DevOps по всем проектам на международном уровне: GIT, CI/CD, Docker, Jira, деплои в Google cloud с балансировщиками нагрузки и т.д. Нормальные review к PR обеспечим, мозг выносить никто не будет. В целом РАБОТА очень комфортная в вашем режиме и темпе, без надзирателей, которые контролируют каждый шаг. Ищем РАЗРАБОТЧИКОВ, которым нравится РАЗРАБОТКА, которые хотят и умеют РАБОТАТЬ в команде, любят красивый, аккуратный код и ненавидят бардак. Тех, кому интересны качественные технологические решения и которые уже владеют необходимыми инструментами (Python, Vue.js, HTML, CSS). Обязанности:  РАЗРАБОТКА нового ПО (как front-end, так и back-end) ДОРАБОТКА и поддержка существующих проектов Оптимизация существующих процессов  Требования:  Опыт РАБОТЫ с Python или JavaScript ES6 от 3 лет Отличные знания сопутствующих технологий (HTML5, CSS3, JavaScript и т.д.) Пользовательский опыт РАБОТЫ с системами, сопровождающими процесс РАЗРАБОТКИ (GIT, Travis/Jenkins, Jira) Письменный английский (можно не в совершенстве, но писать без ошибок вы должны уметь)  Условия:  Полный РАБОЧИЙ день Удаленная РАБОТА Возможна как фиксированная оплата, так и оплата за часы (если вы планируете РАБОТАТЬ более 8 часов)  Внимание: Приложите, пожалуйста, к вашему резюме ссылки на репозитории с кодом проектов, которыми вы занимались и которые можете показать (либо архив с несколькими файлами). PR&#39;ы в open-source репозитории и аккаунты типа stackoverflow тоже подходят. Поскольку код РАЗРАБОТЧИКА лучше всего говорит о его опыте и навыках, такие ссылки помогут максимально быстро оценить ваш уровень.","JavaScript
HTML
CSS
Vue.JS
Python
Django Framework",between1And3,False,Комо-Групп,160000.0,200000.0,False,RUR,Санкт-Петербург,12:02:30 04/06/2021
Графический дизайнер,"Требуемый опыт РАБОТЫ: 1–3 года Привет! На связи SAMSA Agency — агентство цифровой рекламы. За 2 года на рынке мы РАЗРАБОТАЛИ десятки успешных рекламных кампаний для таких клиентов, как Uzcard, Kapitalbank, Samarqand Darvoza и других. Мы ищем дизайнера на пятидневку. РАБОТАЕМ в офисе, недалеко от метро Пахтакор и Гафура Гуляма. Хороший дружный коллектив — у нас РАБОТАЮТ опытные специалисты и учатся молодые. Никакого сексизма, эйджизма и прочих старческих заскоков. Обязанности:Подготовка имиджей для соцсетей, дизайна лендингов, рекламных баннеров, логотипов, упаковок, брендбуков. Требования:Владение Photoshop и Illustrator обязательно. Corel Draw пригодится для подготовки файлов к печати.Опыт РАБОТЫ с бесконечной лентой,Идеально — если есть навыки видеомонтажа. Условия:Офис в центре (ориентир — «Корзинка» на Абая).РАБОТАЕМ в тройках «проджект–копирайтер–дизайнер», под руководством арт-директора и редактора.График РАБОТЫ: 5/7, 09:00-19:00. Ждём ваши резюме в телеграме!","Adobe Photoshop
Adobe Illustrator
CorelDRAW",between1And3,False,SAMSA AGENCY,3000000.0,10000000.0,False,UZS,Ташкент,12:03:06 05/06/2021
Senior Graphic Designer,"Pearmill is a young agency structured to excel at digital performance marketing. We&#39;re a diverse group of designers, marketers, and engineers working together to help grow some of the most iconic startups in the world. Our goal is to shift advertising towards a more trustworthy industry by producing beautiful, honest, and high-performing ads. We’re looking for a full-time graphic designer with experience creating designs for web. If you have previous experience with ads for Facebook, Instagram, Linkedin or Google, that’s a big plus. You’ll be working with the creative team responsible for designing beautiful, well-performing ads for our clients as well as contributing to shaping their brands in the paid social space. What you&#39;ll do as a Graphic Designer: * Work with clients to gain deep understanding of their brand and their audience * Think creatively and develop new design concepts that work in various digital formats * Compile ad storyboards for to be animated by our motion design team * Sync with the ad ops team to analyze the best performing elements in ads * Prepare rough drafts and present your ideas * Amend final designs to clients comments and gain full approval * Collaborate with other designers from Pearmill and clients’ teams   What you&#39;ll need to succeed: * Intermediate English or higher * Background in digital graphic design — including a portfolio of your work. * Comfort with standard design software including Figma, Photoshop, Illustrator. * Curiosity about design analysis in order to find out which ads perform well and which elements in them are key to the ads’ success * Attention to detail and organization while managing tight deadlines and multiple projects * Comfort with collaborative culture while maintaining independence in managing your time and prioritization * Comfortable being available for urgent client requests.   What you&#39;ll find here:  Competitive salary based on experience level. Great Remote Culture Tight-knit, loving team. Distributed, remote, and global culture. We have people in New York, Kiev, St Petersburg, Moscow, Norway, Macedonia, Florida, and soon: where you live! Twice a month house cleaning budget! Indoor plant budget to make you feel like you live in a jungle. We&#39;ll invest in your learning! Books, seminars, courses, and coaches. ","Английский язык
Adobe Photoshop
Figma
Branding
Adobe Illustrator
Social media
Instagram
Graphic Design
Teamplayer",noExperience,False,Pearmill Inc.,120000.0,300000.0,False,RUR,Москва,11:06:36 07/06/2021
Дизайнер/декоратор-иллюстратор,"В наш дружный коллектив очень нужен креативный, талантливый, идейный, трудолюбивый, не боящийся трудностей дизайнер. Обязанности:   Отрисовка эскизов свадебного декора в компьютерных программах: Photoshop, CorelDraw, а также акварелью. РАЗРАБОТКА дизайна свадебных пригласительных. Подготовка макетов к печати. РАБОТА в мастерской, подготовка декораций к монтажу. РАБОТА на выездах, оформление банкетных залов к свадьбам   Требования:  Креативность, фантазия!!! Наличие профильного образования, аккуратность, исполнительность, пунктуальность, обязательность, умение рисовать, владение графическими компьютерными программами по дизайну. Наличие вкуса, творческого подхода, желание развиваться в данной сфере.  Условия:  Гибкий график РАБОТЫ. Возможность карьерного роста. ","Adobe Photoshop
CorelDRAW
Дизайн
Графический дизайн
Графика",between1And3,False,Экзотика DECOR,20000.0,35000.0,False,RUR,Омск,20:54:04 07/06/2021
Мастер по ремонту и обслуживанию офисной/орг. техники,"Обязанности:  Выезд к клиенту домой или в офис (Консультирование, диагностика неисправностей техники, решение возникших технических проблем, заправка картриджей, мелкий ремонт на месте) Выписка документов о проделанной РАБОТЕ.  Требования:  обладать хорошим техническими знаниями в области офисной техники (принтера, МФУ, сканеры) их конфигурации и настройки; уметь выявлять аппаратные неисправности и производить замену комплектующих; умение замены и заправки картриджей (перепрошивка); Ключевые качества: коммуникабельность, тактичность, грамотная речь, умение корректно общаться с Клиентами; ответственность и аккуратность; готовность постоянно совершенствовать свои профессиональные навыки.  Условия:   Оформление по договору с перспективой оформления в штат.   График свободный (по договоренности).   Оплата труда сдельная, % от сделки от 500 до 1500 рублей в месяц.   Дополнительно: навыки РАБОТЫ с компьютерной техникой, сетевыми подключениями, установкой и настройкой ПО приветствуются.  ","Офисная техника
Пользователь ПК
Грамотная речь
Настройка ПК
Ремонт принтеров
Ремонт МФУ
Ремонт сканеров
Заправка картриджей
Диагностика принтеров
Обслуживание орг.техники",between1And3,False,Казак Д. А.,500.0,1500.0,False,BYR,Минск,16:23:26 09/06/2021
Веб-дизайнер,"Ты будешь делать дизайн по продуманной структуре в одной из лучших студий в рынке Тильды. РАБОТАЕМ с 2016 года, делали сайты для НТВ, ОККО, МКБ-банка.   Что супер-важно.  Минимум 3-5 дизайн-проектов в портфолио Базовое понимание маркетинга, чтобы правильно делать акценты Понимание, что такое визуальное повествование (не картинки ради картинок) Ответственность: пообещал, сделал, без оправданий  Что нужно будет делать на проектах.В основном делать дизайн лендингов.1. Создавать дизайн-концепцию на 3 экрана2. Презентовать дизайн для менеджера проекта3. Собирать референсы, подходящие под задачу4. Придумывать и дизайнить простые схемы5. Редактировать готовые иллюстрации6. Верстать макеты в тильде и адаптировать7. Делать все технические настройки для запуска сайта внутри ТильдыНужно будет дизайнить 4-6 проектов в месяц.Что по условиям. + Лучшие прототипы, которые ты видел+ Реально молодая команда, В среднем 25 лет+ РАБОТА полностью удалённая, собеседование тоже+ Много свободы, минимальный контроль. Главное — результат+ Полезные чек-листы для упрощения РАБОТЫ+ Постоянный контакт с арт-диром, любые вопросы и просьбы+ Развитие в виде обратной связи и полезных материаловИщем человека в команду, но нужны спецы и на проекты.","Adobe Photoshop
Figma
Tilda
Лендинг
trello
Высокий уровень самоорганизации
Умение организовывать РАБОТУ
Создание лендингов
Желание РАБОТАТЬ и ЗАРАБАТЫВАТЬ",between1And3,False,Имя.,60000.0,100000.0,False,RUR,Воронеж,12:57:03 10/06/2021
Менеджер по РАБОТЕ с блогерами/партнерами,"Mers Academy - крупнейшая в СНГ онлайн-школа в автомобильном сегменте.В связи с тем, что мы активно растем, нам необходим амбициозный и целеустремленный менеджер по РАБОТЕ с блогерами с опытом РАБОТЫ в онлайн-школах с перспективой роста! Ваши обязанности:- Собирать блогеров, подходящих по тематике и связываться с ними;- Ознакомить блогера с условиями РАБОТЫ, запросить реквизиты для оплаты;- Составлять ТЗ для блогеров, а именно: планировать информацию для сторис; знакомить с примерами визуала; выстраивать даты и наиболее актуальное время для публикаций;- Отслеживать факт выложенной рекламы у блогера (запись экрана);- Проводить анализ выбранных вами блогеров по таблице;- Анализировать отзывы и эффективность рекламы блогера;- Составлять ТЗ для сотрудничества с блогерами (собрать информацию о нашем проекте с сайтами и отзывами, чтобы блогер мог изучить)- Напоминать блогеру о публикациях за 2ое суток до их размещения;- Запрашивать у блогера аналитику по рекламе;- Анализировать деятельность блогера в сводной таблице - охваты, стоимость перехода и т.д.;- При должной эффективности размещаться у блогера повторно - после согласования! Вы отличный кандидат для нас, если вы обладаете :- Опытом РАБОТЫ на данной позиции от 6 мес;- Грамотной устной и письменной речью;- Умением грамотно поставить ТЗ;- Быстрой обучаемостью и нацеленностью на результат;*Навык РАБОТЫ в ГетКурсе будет Вашим преимуществом. Наши условия:- Полностью удалённая РАБОТА!- График 5/2 с 10:00 до 17:00 мск;- Стабильные выплаты ЗП до 5 числа каждого месяца;- ЗАРАБОТНАЯ плата от 40:000 руб. (5% от суммы продаж блогеров);- Возможность профессионального и карьерного роста до руководителя PR-отделения!- Обучение за счет компании.","Грамотная речь
РАБОТА с большим объемом информации
Деловая переписка
MS PowerPoint
Грамотность
Поиск информации в интернет
Удаленная РАБОТА
Умение общаться с людьми",between1And3,False,Mers Academy,25000.0,80000.0,False,RUR,Санкт-Петербург,14:38:15 10/06/2021
3D-моделлер,"Требуются специалисты для выполнения одной или нескольких задач в рамках интересного и перспективного проекта для крупного мирового производителя мебели. В офис, на полный РАБОЧИЙ день. Задачи: — Создание и настройка материалов для различных предметов интерьера. Требования к навыкам кандидата: уверенное знание 3ds Max, желательно знание Corona renderer; — Моделирование предметов интерьера. Требования к навыкам кандидата: уверенное знание 3ds Max; Личные качества: — Ответственность — Организованность — Опыт РАБОТЫ — Желание сотрудничать на постоянной основе Условия РАБОТЫ: РАБОТА в офисе Оплата результатов по договоренности, в зависимости от сложности модели и ваших навыков Отправляйте ваше резюме со ссылками на портфолио на электронную почту  ","3D Моделирование
Визуализация
3ds Max",between1And3,False,ZBRSK,30000.0,45000.0,False,RUR,Челябинск,15:49:41 10/06/2021
